renda_mensal,valor_solicitado,prazo_meses,taxa_juros_mensal,parcela_estimada,comprometimento_renda,score_credito,atrasos_12m,tempo_emprego_meses,reserva_meses,outros_creditos,relacao_credito_renda,finalidade,moradia,inadimplente
4298.39,13789.46,36,3.292,659.46,15.34,380,1,7,0.3,2,0.267,Reforma ou serviços,Alugada,1
3581.4,8860.77,48,0.55,210.54,5.88,874,0,42,1.0,0,0.206,Financiamento de veículo,Financiada,0
14982.08,9664.28,48,1.953,312.07,2.08,586,0,56,2.3,1,0.054,Crédito pessoal,Alugada,0
5945.92,31462.54,18,1.568,2019.78,33.97,735,0,47,5.3,0,0.441,Crédito pessoal,Alugada,0
8565.0,8216.13,36,2.315,338.89,3.96,580,1,11,5.2,4,0.08,Crédito pessoal,Alugada,0
5614.64,11328.62,60,2.363,355.17,6.33,690,0,19,1.5,1,0.168,Crédito pessoal,Alugada,0
3614.74,6958.76,18,1.511,444.45,12.3,699,0,78,0.7,3,0.16,Reforma ou serviços,Familiar,0
5235.53,25869.15,24,1.953,1360.47,25.99,696,0,29,3.0,2,0.412,Crédito pessoal,Alugada,0
12666.68,33524.91,12,2.2,3209.14,25.34,503,0,49,2.8,0,0.221,Reforma ou serviços,Própria,0
7336.83,12352.25,60,2.593,408.17,5.56,524,5,27,0.7,3,0.14,Financiamento de veículo,Alugada,1
1799.57,15157.13,60,0.55,297.28,16.52,831,0,72,3.1,0,0.702,Financiamento de veículo,Própria,0
4550.36,15349.42,36,0.919,502.69,11.05,628,0,28,0.8,2,0.281,Financiamento de veículo,Financiada,1
15700.32,21473.98,6,2.298,3872.33,24.66,686,0,39,5.5,0,0.114,Crédito pessoal,Própria,0
4554.45,31912.73,24,0.55,1423.04,31.24,841,0,93,0.3,0,0.584,Financiamento de veículo,Familiar,0
1702.95,5299.49,48,2.064,175.02,10.28,854,0,48,0.8,0,0.259,Consolidação de dívidas,Alugada,0
16816.3,6544.89,12,1.68,606.8,3.61,729,0,21,2.2,1,0.032,Crédito pessoal,Financiada,0
7938.64,9415.54,24,2.176,507.8,6.4,589,2,64,3.8,1,0.099,Reforma ou serviços,Alugada,0
4979.11,10197.58,12,2.165,974.07,19.56,856,0,11,1.9,2,0.171,Consolidação de dívidas,Própria,0
4130.42,16285.3,48,1.047,433.35,10.49,621,1,21,3.7,1,0.329,Financiamento de veículo,Própria,0
10172.79,14116.23,36,3.658,711.58,6.99,379,2,12,1.3,1,0.116,Crédito pessoal,Financiada,1
3715.93,7767.56,36,1.375,275.02,7.4,726,0,73,3.6,1,0.174,Crédito pessoal,Financiada,0
10597.07,13273.59,18,2.242,904.31,8.53,758,0,61,4.9,2,0.104,Consolidação de dívidas,Alugada,0
7277.74,16425.8,24,0.998,773.01,10.62,890,0,68,0.8,2,0.188,Crédito pessoal,Alugada,0
6051.83,8060.07,36,1.572,294.87,4.87,554,0,54,0.9,0,0.111,Financiamento de veículo,Alugada,0
5690.95,3049.58,12,1.803,284.88,5.01,646,0,107,0.9,0,0.045,Crédito pessoal,Familiar,0
4665.42,7293.38,36,0.815,234.59,5.03,890,0,53,7.4,0,0.13,Educação,Própria,0
9943.86,31097.17,24,3.172,1870.46,18.81,489,1,29,3.1,2,0.261,Consolidação de dívidas,Financiada,1
3040.88,2169.83,24,2.526,121.67,4.0,660,0,22,0.5,3,0.059,Consolidação de dívidas,Financiada,0
1902.3,7502.98,36,0.587,231.84,12.19,753,0,53,0.9,2,0.329,Financiamento de veículo,Alugada,0
7611.13,9306.42,6,0.656,1586.87,20.85,849,0,101,10.7,0,0.102,Educação,Familiar,0
7690.81,21761.94,24,1.725,1115.1,14.5,699,0,15,2.2,1,0.236,Crédito pessoal,Financiada,0
7003.49,6711.03,24,2.128,359.99,5.14,663,0,67,1.6,3,0.08,Consolidação de dívidas,Alugada,1
6695.6,2302.58,12,2.154,219.8,3.28,777,0,39,0.3,3,0.029,Consolidação de dívidas,Alugada,0
4262.79,7544.93,12,0.55,651.45,15.28,923,0,91,0.7,1,0.147,Educação,Financiada,0
8473.11,12731.61,24,0.903,592.39,6.99,682,1,9,6.2,0,0.125,Financiamento de veículo,Familiar,0
5055.18,18499.25,48,0.707,455.85,9.02,938,0,138,2.3,0,0.305,Crédito pessoal,Alugada,0
3844.52,5059.61,36,2.374,210.62,5.48,644,0,39,0.8,1,0.11,Consolidação de dívidas,Alugada,1
4285.71,18368.68,24,0.55,819.09,19.11,680,0,8,10.2,2,0.357,Financiamento de veículo,Familiar,0
18200.61,14279.52,60,2.958,511.38,2.81,543,1,14,3.2,0,0.065,Crédito pessoal,Familiar,0
1773.53,7407.83,24,0.9,344.57,19.43,715,0,151,12.0,1,0.348,Financiamento de veículo,Alugada,0
7088.88,15228.49,6,0.783,2608.09,36.79,871,0,66,0.6,0,0.179,Reforma ou serviços,Própria,0
1836.04,10852.0,48,0.55,257.86,14.04,791,0,35,0.4,0,0.493,Financiamento de veículo,Familiar,0
4862.51,15754.39,60,1.427,392.55,8.07,910,0,174,1.8,0,0.27,Crédito pessoal,Própria,0
3974.14,10326.31,60,1.436,257.94,6.49,783,0,52,0.3,1,0.217,Crédito pessoal,Própria,0
1500.0,4805.74,12,2.404,465.78,31.05,666,0,87,1.3,2,0.267,Crédito pessoal,Familiar,0
6618.45,40913.71,24,1.215,1975.68,29.85,859,1,19,3.2,0,0.515,Crédito pessoal,Alugada,0
4108.41,3450.18,24,0.55,153.85,3.74,779,0,34,2.9,0,0.07,Financiamento de veículo,Familiar,0
1500.0,5479.16,24,2.945,321.6,21.44,451,1,51,2.2,1,0.304,Consolidação de dívidas,Financiada,0
8751.2,30688.06,18,1.686,1990.92,22.75,558,0,31,2.8,3,0.292,Financiamento de veículo,Alugada,0
12658.92,4870.94,6,1.28,848.57,6.7,543,0,106,4.5,0,0.032,Financiamento de veículo,Alugada,0
13099.0,26698.39,12,3.068,2693.1,20.56,454,1,65,2.3,0,0.17,Crédito pessoal,Alugada,0
6496.16,17621.6,12,2.04,1670.35,25.71,700,0,14,0.1,0,0.226,Consolidação de dívidas,Financiada,1
5350.63,5461.43,24,2.56,307.4,5.75,606,0,37,0.6,1,0.085,Consolidação de dívidas,Familiar,0
11847.49,28564.9,12,0.809,2507.37,21.16,613,0,23,1.0,3,0.201,Financiamento de veículo,Própria,0
14757.28,32941.11,24,2.0,1741.58,11.8,705,0,66,5.0,0,0.186,Consolidação de dívidas,Familiar,0
10501.01,14318.64,12,0.879,1262.46,12.02,848,0,31,1.2,0,0.114,Crédito pessoal,Alugada,0
2900.56,7554.13,36,0.746,240.04,8.28,865,0,8,2.8,0,0.217,Reforma ou serviços,Própria,0
5891.39,35633.3,48,1.642,1078.79,18.31,748,1,58,0.2,1,0.504,Crédito pessoal,Própria,0
6828.87,4121.21,36,0.55,126.5,1.85,916,0,30,3.1,2,0.05,Financiamento de veículo,Financiada,0
1693.33,15293.87,12,1.25,1380.44,81.52,788,0,116,0.3,1,0.753,Crédito pessoal,Própria,0
6956.4,4958.18,12,2.402,480.5,6.91,381,1,16,4.6,2,0.059,Educação,Própria,1
21283.1,21264.74,48,1.899,679.15,3.19,670,1,24,2.8,1,0.083,Reforma ou serviços,Financiada,0
7732.4,12756.81,24,1.146,610.99,7.9,525,0,36,3.7,0,0.137,Financiamento de veículo,Alugada,1
12963.98,13660.64,36,1.57,499.61,3.85,507,1,61,2.9,3,0.088,Financiamento de veículo,Familiar,0
5824.46,28960.88,36,0.739,919.19,15.78,754,0,92,0.9,1,0.414,Financiamento de veículo,Própria,0
4969.22,4534.39,12,0.55,391.51,7.88,902,0,34,0.2,1,0.076,Financiamento de veículo,Alugada,0
6586.66,23489.52,18,2.536,1641.57,24.92,627,0,52,0.1,4,0.297,Consolidação de dívidas,Própria,0
3135.68,8334.35,36,1.413,296.98,9.47,818,0,10,0.9,0,0.221,Crédito pessoal,Alugada,0
2860.85,15044.66,6,2.433,2725.2,95.26,544,1,24,1.9,1,0.438,Reforma ou serviços,Financiada,1
11401.76,25974.3,24,2.071,1384.43,12.14,604,1,32,2.1,1,0.19,Educação,Financiada,0
12176.54,25043.82,12,0.751,2190.28,17.99,884,0,36,9.4,0,0.171,Reforma ou serviços,Alugada,0
2812.78,21924.61,24,0.863,1015.26,36.09,706,0,72,5.6,1,0.65,Financiamento de veículo,Alugada,0
9476.53,7480.87,24,1.323,365.83,3.86,573,2,157,1.6,0,0.066,Financiamento de veículo,Alugada,0
4927.06,21843.05,24,2.016,1156.9,23.48,452,0,25,6.2,2,0.369,Financiamento de veículo,Financiada,0
6419.5,24212.29,24,2.176,1305.79,20.34,565,0,66,1.6,0,0.314,Reforma ou serviços,Alugada,0
6917.08,14946.4,18,0.55,874.42,12.64,847,0,105,0.5,2,0.18,Financiamento de veículo,Familiar,0
9632.63,22067.92,24,1.102,1051.47,10.92,958,0,102,2.1,1,0.191,Consolidação de dívidas,Financiada,0
5473.64,15009.84,24,2.328,823.41,15.04,717,0,20,3.4,0,0.229,Crédito pessoal,Financiada,0
12465.43,6065.07,24,3.055,360.25,2.89,514,2,98,1.6,1,0.041,Consolidação de dívidas,Alugada,1
6299.65,10461.45,24,1.574,526.81,8.36,767,0,15,7.0,2,0.138,Crédito pessoal,Familiar,0
7657.25,10005.04,24,0.55,446.14,5.83,973,0,15,1.1,0,0.109,Crédito pessoal,Própria,0
3101.97,14297.05,24,1.802,739.07,23.83,797,0,47,3.8,2,0.384,Crédito pessoal,Familiar,0
19826.65,10513.52,18,1.745,685.64,3.46,700,0,31,2.7,1,0.044,Crédito pessoal,Financiada,0
6958.4,51397.39,36,1.968,2006.23,28.83,772,0,123,0.7,0,0.616,Consolidação de dívidas,Alugada,0
8090.71,19433.47,24,0.55,866.57,10.71,820,0,7,1.7,1,0.2,Financiamento de veículo,Própria,0
1918.58,13430.04,12,2.063,1274.82,66.45,828,0,47,4.1,0,0.583,Crédito pessoal,Financiada,0
3122.34,17170.18,12,1.247,1549.49,49.63,699,0,88,2.5,1,0.458,Financiamento de veículo,Alugada,0
11202.61,19014.74,24,2.063,1012.5,9.04,562,0,7,1.9,0,0.141,Reforma ou serviços,Própria,0
6212.3,23431.39,6,1.877,4165.8,67.06,748,0,33,4.2,2,0.314,Consolidação de dívidas,Alugada,1
1587.43,15390.08,12,1.952,1450.98,91.4,726,1,86,0.9,1,0.808,Crédito pessoal,Alugada,1
9898.65,10487.42,12,0.971,930.06,9.4,668,1,44,4.2,1,0.088,Financiamento de veículo,Familiar,0
3711.79,6702.96,48,2.021,219.46,5.91,578,3,44,2.8,0,0.15,Financiamento de veículo,Alugada,0
12474.36,16520.41,24,3.125,988.64,7.93,631,2,93,10.3,0,0.11,Crédito pessoal,Financiada,0
4924.39,32861.85,48,2.0,1071.35,21.76,788,0,62,8.9,0,0.556,Consolidação de dívidas,Familiar,0
5903.69,12526.56,24,1.0,589.67,9.99,875,0,24,0.9,3,0.177,Reforma ou serviços,Financiada,0
10800.69,7154.74,36,1.152,243.92,2.26,868,0,137,2.3,1,0.055,Educação,Alugada,0
2980.86,20838.27,24,0.854,963.92,32.34,893,0,39,2.2,1,0.583,Reforma ou serviços,Alugada,0
2809.74,15282.33,18,0.55,894.07,31.82,824,0,14,4.6,1,0.453,Educação,Financiada,0
4603.56,4328.11,48,1.922,138.86,3.02,686,0,46,0.1,1,0.078,Crédito pessoal,Própria,0
8684.2,16282.75,48,0.758,405.92,4.67,698,0,42,7.3,1,0.156,Financiamento de veículo,Financiada,0
2278.49,14051.14,36,1.205,483.41,21.22,711,0,61,1.2,1,0.514,Reforma ou serviços,Própria,0
1848.69,3087.17,36,1.223,106.53,5.76,880,0,68,4.5,1,0.139,Crédito pessoal,Própria,0
8665.64,22856.17,24,1.167,1097.42,12.66,780,0,11,2.0,2,0.22,Crédito pessoal,Própria,0
3578.03,5687.97,12,0.829,499.92,13.97,926,0,36,6.7,0,0.132,Consolidação de dívidas,Financiada,0
4077.48,12093.78,24,0.909,563.13,13.81,837,0,63,1.2,1,0.247,Reforma ou serviços,Financiada,0
1644.5,3506.47,36,0.854,113.55,6.9,840,0,44,3.5,0,0.178,Reforma ou serviços,Familiar,0
3413.34,26894.46,24,2.43,1492.22,43.72,425,1,29,1.9,2,0.657,Financiamento de veículo,Alugada,1
5175.66,27880.38,60,0.55,546.82,10.57,875,0,77,0.4,0,0.449,Financiamento de veículo,Alugada,0
9258.04,5282.38,36,1.942,205.3,2.22,713,0,76,1.3,0,0.048,Crédito pessoal,Própria,0
3223.59,3340.01,12,0.55,288.38,8.95,854,0,0,0.1,0,0.086,Educação,Financiada,0
14530.24,4706.04,12,1.072,420.04,2.89,547,2,52,1.9,1,0.027,Financiamento de veículo,Própria,0
3401.56,19019.5,12,2.944,1904.35,55.98,458,1,61,2.7,0,0.466,Crédito pessoal,Alugada,1
3404.65,2707.15,24,1.996,143.07,4.2,693,0,36,6.5,1,0.066,Crédito pessoal,Alugada,0
13488.27,8805.62,60,1.456,221.07,1.64,510,1,49,3.7,3,0.054,Financiamento de veículo,Alugada,0
5928.46,27356.91,60,0.992,607.28,10.24,807,0,39,11.6,1,0.385,Reforma ou serviços,Própria,0
3692.87,15809.91,36,1.691,589.87,15.97,709,0,59,5.0,1,0.357,Reforma ou serviços,Alugada,0
4723.15,4126.61,18,2.336,283.46,6.0,660,0,30,0.7,1,0.073,Consolidação de dívidas,Própria,0
12031.93,16146.88,60,3.466,642.82,5.34,542,2,31,2.4,0,0.112,Consolidação de dívidas,Própria,1
12906.16,7025.91,60,0.731,145.08,1.12,723,0,39,3.7,0,0.045,Financiamento de veículo,Alugada,0
3133.8,8794.02,36,2.498,373.23,11.91,624,0,60,1.2,2,0.234,Crédito pessoal,Alugada,0
5064.98,9273.15,6,2.061,1658.89,32.75,607,0,66,2.6,1,0.153,Educação,Financiada,1
5498.94,10092.14,18,0.785,603.41,10.97,628,0,112,1.0,0,0.153,Financiamento de veículo,Própria,0
2821.28,13157.54,24,3.208,794.46,28.16,535,3,16,1.9,1,0.389,Crédito pessoal,Própria,0
5023.54,8235.17,18,1.688,534.36,10.64,737,0,5,5.8,1,0.137,Reforma ou serviços,Financiada,0
5217.19,8474.73,36,0.666,265.52,5.09,933,0,76,1.1,2,0.135,Educação,Familiar,0
10544.33,26621.29,24,0.844,1230.0,11.67,841,0,46,0.3,1,0.21,Reforma ou serviços,Própria,0
10993.04,14044.72,60,0.55,275.46,2.51,937,0,7,9.9,0,0.106,Educação,Financiada,0
4239.94,6384.12,24,2.034,338.83,7.99,847,0,38,4.2,2,0.125,Crédito pessoal,Alugada,0
4554.01,15059.66,6,0.914,2590.84,56.89,936,0,92,3.0,0,0.276,Consolidação de dívidas,Alugada,0
7850.05,4800.42,12,2.428,465.93,5.94,625,1,30,7.1,1,0.051,Reforma ou serviços,Financiada,0
3617.71,15201.6,12,2.066,1443.29,39.9,697,1,52,4.4,2,0.35,Consolidação de dívidas,Alugada,0
7490.35,20954.93,18,0.761,1250.1,16.69,739,0,25,1.2,0,0.233,Educação,Própria,0
4924.17,25027.96,36,0.725,792.36,16.09,715,0,17,9.0,2,0.424,Financiamento de veículo,Financiada,0
2850.89,11260.39,36,0.624,350.21,12.28,731,0,83,2.7,2,0.329,Financiamento de veículo,Própria,0
2873.18,6423.3,48,1.927,206.3,7.18,738,0,27,3.8,3,0.186,Reforma ou serviços,Própria,0
12753.87,9315.78,6,0.55,1582.65,12.41,730,0,35,1.3,2,0.061,Financiamento de veículo,Financiada,0
4719.38,27670.89,36,2.453,1166.19,24.71,626,0,46,0.5,1,0.489,Crédito pessoal,Própria,0
14377.7,11162.77,24,2.073,595.1,4.14,695,0,24,1.0,1,0.065,Crédito pessoal,Própria,0
3781.82,12317.23,18,1.63,795.1,21.02,800,0,200,3.3,0,0.271,Consolidação de dívidas,Alugada,0
6228.94,22804.31,36,1.505,825.17,13.25,846,0,75,0.7,0,0.305,Crédito pessoal,Alugada,0
22922.48,41459.09,12,1.282,3749.65,16.36,741,0,13,3.4,1,0.151,Reforma ou serviços,Alugada,0
2699.53,13253.62,6,1.654,2338.59,86.63,736,0,88,4.3,1,0.409,Reforma ou serviços,Própria,1
1603.22,6572.69,24,0.55,293.09,18.28,870,0,53,0.9,5,0.342,Educação,Própria,0
11546.06,45673.53,36,3.634,2294.45,19.87,423,2,58,1.7,1,0.33,Crédito pessoal,Financiada,1
3114.4,18287.74,24,1.344,896.55,28.79,875,0,39,0.2,0,0.489,Crédito pessoal,Financiada,0
5133.67,14382.36,36,1.282,501.24,9.76,867,0,35,5.5,2,0.233,Consolidação de dívidas,Alugada,0
3616.08,14194.62,18,2.266,969.09,26.8,570,0,88,1.0,2,0.327,Consolidação de dívidas,Própria,0
6140.58,26908.12,24,1.375,1323.91,21.56,674,0,17,7.4,0,0.365,Financiamento de veículo,Alugada,0
2884.43,8718.61,36,1.378,308.81,10.71,718,0,101,3.0,2,0.252,Reforma ou serviços,Alugada,0
4651.06,14289.01,24,1.142,684.09,14.71,896,0,48,6.2,0,0.256,Crédito pessoal,Própria,0
6872.61,23814.18,36,0.836,768.71,11.19,882,0,12,0.3,1,0.289,Reforma ou serviços,Alugada,0
2782.94,8786.91,6,1.207,1526.95,54.87,764,0,9,3.7,2,0.263,Reforma ou serviços,Financiada,1
3368.97,18169.32,36,2.3,747.68,22.19,553,2,25,3.8,0,0.449,Reforma ou serviços,Financiada,0
4192.43,13028.84,48,1.475,380.7,9.08,786,0,29,5.2,0,0.259,Consolidação de dívidas,Alugada,0
2144.26,19404.92,36,3.504,956.85,44.62,508,2,9,0.7,0,0.754,Consolidação de dívidas,Própria,1
4001.51,12955.02,24,0.988,608.96,15.22,815,1,63,1.0,1,0.27,Educação,Própria,0
5597.46,8951.14,18,1.22,556.92,9.95,632,0,70,5.3,1,0.133,Financiamento de veículo,Financiada,0
4059.01,3927.52,12,1.648,363.41,8.95,729,0,67,0.2,0,0.081,Crédito pessoal,Alugada,0
4394.73,3934.59,48,2.208,133.76,3.04,714,0,82,0.6,1,0.075,Consolidação de dívidas,Própria,0
5136.23,4199.03,60,0.55,82.36,1.6,845,0,31,3.6,0,0.068,Reforma ou serviços,Alugada,0
3462.87,9125.64,12,2.847,908.45,26.23,538,0,56,1.2,0,0.22,Crédito pessoal,Própria,0
7981.43,8720.79,24,2.384,481.39,6.03,600,1,81,1.4,1,0.091,Crédito pessoal,Própria,0
12666.56,5860.45,18,1.399,370.57,2.93,659,0,63,7.7,2,0.039,Crédito pessoal,Própria,0
3899.09,13116.87,12,0.55,1132.54,29.05,932,0,52,1.3,2,0.28,Financiamento de veículo,Própria,0
7025.04,7061.85,36,1.43,252.35,3.59,685,0,104,3.4,0,0.084,Educação,Própria,0
4482.12,10551.75,60,2.137,313.73,7.0,749,0,33,5.5,0,0.196,Crédito pessoal,Própria,0
6522.52,20884.35,24,1.782,1077.11,16.51,719,0,33,1.4,1,0.267,Consolidação de dívidas,Própria,0
13728.06,11044.89,48,2.088,366.57,2.67,750,0,48,3.7,6,0.067,Crédito pessoal,Financiada,0
7127.98,11052.4,48,1.555,328.5,4.61,577,1,48,7.1,0,0.129,Financiamento de veículo,Alugada,0
1731.77,11977.23,36,1.795,454.58,26.25,461,2,47,4.1,0,0.576,Financiamento de veículo,Própria,0
6890.45,5115.2,36,2.61,220.85,3.21,615,1,10,2.9,1,0.062,Crédito pessoal,Alugada,1
11167.79,17239.6,12,0.929,1524.86,13.65,680,0,89,5.7,2,0.129,Financiamento de veículo,Familiar,0
4532.48,14253.94,36,2.253,582.23,12.85,662,0,56,4.6,2,0.262,Consolidação de dívidas,Familiar,0
9640.3,10753.34,12,2.353,1038.99,10.78,528,1,3,2.0,3,0.093,Educação,Financiada,0
3389.85,15027.94,36,2.339,622.17,18.35,782,0,6,2.4,0,0.369,Consolidação de dívidas,Alugada,0
2070.16,7663.8,60,0.55,150.31,7.26,825,0,103,4.8,1,0.309,Financiamento de veículo,Alugada,0
5675.64,8327.47,18,0.9,503.18,8.87,691,0,28,0.6,3,0.122,Financiamento de veículo,Alugada,0
1750.05,16799.97,24,1.203,810.06,46.29,605,1,46,1.9,1,0.8,Financiamento de veículo,Própria,0
4481.69,9834.7,24,1.653,499.77,11.15,802,0,18,0.8,2,0.183,Crédito pessoal,Financiada,0
11547.87,22559.6,12,1.337,2047.29,17.73,917,0,209,3.8,1,0.163,Consolidação de dívidas,Alugada,0
1591.39,13276.43,6,1.303,2314.74,145.45,670,0,41,0.5,1,0.695,Financiamento de veículo,Alugada,1
2352.25,12505.5,36,1.79,474.22,20.16,686,0,29,4.1,1,0.443,Consolidação de dívidas,Alugada,0
2742.3,15287.59,48,0.651,371.88,13.56,924,0,84,3.3,1,0.465,Reforma ou serviços,Financiada,0
4999.81,3870.68,18,1.042,236.96,4.74,888,0,16,1.6,1,0.065,Crédito pessoal,Alugada,0
4145.05,7822.78,36,1.677,291.2,7.03,575,0,92,4.4,0,0.157,Educação,Alugada,0
12380.51,10650.54,36,0.55,326.91,2.64,716,0,38,1.6,4,0.072,Financiamento de veículo,Própria,0
9396.66,14464.57,18,3.059,1056.96,11.25,494,0,73,4.2,0,0.128,Crédito pessoal,Familiar,0
7069.06,11296.36,18,0.55,660.88,9.35,888,0,53,0.7,0,0.133,Educação,Alugada,0
5691.36,16275.68,48,1.399,467.82,8.22,866,0,36,1.0,0,0.238,Crédito pessoal,Própria,0
6635.68,26291.01,24,2.123,1409.48,21.24,605,0,10,5.5,0,0.33,Crédito pessoal,Alugada,0
3047.22,6112.4,60,0.681,124.45,4.08,831,0,48,5.6,0,0.167,Educação,Financiada,0
8847.45,20775.08,48,1.623,626.43,7.08,818,0,22,3.5,0,0.196,Crédito pessoal,Financiada,0
2609.58,7632.89,48,0.55,181.37,6.95,848,0,47,11.4,1,0.244,Financiamento de veículo,Familiar,0
8728.49,16094.24,12,0.55,1389.62,15.92,805,0,79,8.3,0,0.154,Financiamento de veículo,Alugada,0
10848.94,14246.19,24,1.567,716.79,6.61,492,1,63,2.9,1,0.109,Financiamento de veículo,Financiada,0
5926.27,17114.0,12,1.544,1573.33,26.55,816,0,2,0.6,0,0.241,Crédito pessoal,Financiada,0
4661.82,12185.55,24,2.254,662.96,14.22,699,0,33,4.1,2,0.218,Consolidação de dívidas,Financiada,0
6664.87,6123.17,60,1.897,171.77,2.58,649,0,26,2.5,1,0.077,Reforma ou serviços,Financiada,0
1500.0,4308.84,36,2.469,182.05,12.14,579,1,28,3.5,1,0.239,Reforma ou serviços,Financiada,0
6271.77,21122.79,18,0.686,1251.5,19.95,853,0,50,3.8,1,0.281,Reforma ou serviços,Própria,0
4847.09,7860.99,18,0.55,459.9,9.49,756,0,30,0.8,0,0.135,Financiamento de veículo,Familiar,0
5039.31,3645.28,12,0.722,318.22,6.31,880,0,22,0.6,1,0.06,Educação,Alugada,0
8058.35,22290.58,12,1.57,2052.5,25.47,564,1,13,4.1,0,0.231,Educação,Própria,1
4964.45,8035.84,12,1.8,750.57,15.12,465,0,32,3.4,1,0.135,Financiamento de veículo,Financiada,0
2564.41,16919.79,24,1.815,875.96,34.16,721,0,75,0.3,0,0.55,Crédito pessoal,Alugada,0
4763.53,10136.23,24,1.858,527.31,11.07,702,0,78,1.0,1,0.177,Crédito pessoal,Alugada,0
5422.42,31828.75,24,1.308,1553.77,28.65,909,0,54,0.6,3,0.489,Crédito pessoal,Financiada,0
5584.07,16815.78,12,0.55,1451.92,26.0,777,0,5,2.2,0,0.251,Financiamento de veículo,Alugada,0
5749.13,8468.23,18,3.503,642.17,11.17,557,1,50,1.9,2,0.123,Crédito pessoal,Própria,0
9905.27,5795.34,24,1.67,295.07,2.98,772,1,112,2.0,1,0.049,Crédito pessoal,Alugada,0
2652.01,5681.13,12,1.482,520.26,19.62,758,0,14,2.2,1,0.179,Crédito pessoal,Financiada,0
5798.46,14573.65,12,1.544,1339.74,23.11,844,0,30,2.7,1,0.209,Reforma ou serviços,Financiada,0
11569.99,8821.8,36,0.55,270.78,2.34,829,0,75,3.8,0,0.064,Financiamento de veículo,Própria,0
1773.93,3549.92,12,1.74,330.34,18.62,758,0,6,0.6,1,0.167,Consolidação de dívidas,Alugada,0
5812.67,11873.08,18,1.792,777.52,13.38,719,0,31,1.9,0,0.17,Crédito pessoal,Familiar,0
3617.29,32108.47,12,1.349,2916.09,80.62,680,0,129,6.1,2,0.74,Financiamento de veículo,Financiada,0
4132.23,16736.87,12,0.575,1447.38,35.03,767,0,119,1.0,0,0.338,Financiamento de veículo,Financiada,0
2967.38,8784.15,48,1.213,242.48,8.17,815,0,120,5.9,3,0.247,Crédito pessoal,Alugada,0
4681.12,15556.81,48,3.072,623.85,13.33,559,0,31,1.2,0,0.277,Consolidação de dívidas,Alugada,0
16284.88,22026.87,24,0.663,995.74,6.11,772,0,103,5.8,1,0.113,Financiamento de veículo,Própria,0
2374.32,7185.19,12,1.482,658.01,27.71,739,0,51,3.4,0,0.252,Reforma ou serviços,Própria,0
2518.09,11631.36,36,0.654,363.69,14.44,908,0,21,2.1,3,0.385,Crédito pessoal,Alugada,0
2319.75,6277.18,12,1.184,564.23,24.32,903,0,26,2.9,0,0.225,Consolidação de dívidas,Financiada,0
15175.13,10484.21,36,1.44,375.24,2.47,442,1,60,5.3,0,0.058,Financiamento de veículo,Financiada,0
3904.02,5761.8,36,1.191,197.75,5.07,595,1,5,0.5,0,0.123,Financiamento de veículo,Alugada,0
5117.99,22537.78,36,3.041,1038.61,20.29,635,1,39,6.6,0,0.367,Consolidação de dívidas,Financiada,0
4050.88,3073.4,18,1.264,191.97,4.74,616,0,47,3.0,0,0.063,Reforma ou serviços,Alugada,0
2895.38,8708.97,18,0.55,509.5,17.6,955,0,68,0.6,0,0.251,Educação,Financiada,0
4494.55,8297.17,18,0.55,485.41,10.8,804,0,7,4.5,0,0.154,Financiamento de veículo,Alugada,0
23873.51,9360.35,36,1.409,333.32,1.4,718,0,39,3.4,3,0.033,Educação,Financiada,0
12326.39,40050.82,60,2.461,1284.42,10.42,693,0,82,4.2,1,0.271,Crédito pessoal,Financiada,0
3064.36,11207.27,24,1.521,560.88,18.3,651,0,151,1.8,1,0.305,Educação,Alugada,1
7769.1,30153.37,18,2.537,2107.54,27.13,603,1,21,4.0,1,0.323,Crédito pessoal,Familiar,0
3105.31,15412.63,36,1.795,584.98,18.84,727,0,102,1.0,1,0.414,Crédito pessoal,Financiada,0
1728.6,8876.01,24,1.749,456.06,26.38,729,0,79,1.4,0,0.428,Crédito pessoal,Familiar,0
9784.07,11314.12,12,1.835,1059.03,10.82,685,1,114,4.6,1,0.096,Reforma ou serviços,Própria,0
10675.12,23563.98,24,0.641,1062.43,9.95,665,0,6,8.2,3,0.184,Financiamento de veículo,Financiada,0
9946.4,8985.49,36,1.248,311.39,3.13,919,0,71,3.7,1,0.075,Crédito pessoal,Financiada,0
3885.85,10162.3,24,1.515,508.24,13.08,512,1,100,4.2,0,0.218,Financiamento de veículo,Própria,0
4689.18,9627.16,36,2.048,380.63,8.12,362,0,43,3.9,1,0.171,Financiamento de veículo,Financiada,0
8277.27,6594.01,36,0.702,207.94,2.51,836,1,34,6.3,2,0.066,Educação,Financiada,0
6628.55,13786.57,24,0.554,615.08,9.28,899,0,48,0.7,1,0.173,Crédito pessoal,Financiada,0
4073.91,18652.95,60,2.067,545.35,13.39,596,0,95,2.8,2,0.382,Reforma ou serviços,Alugada,0
1905.67,7351.69,36,1.261,255.34,13.4,691,0,22,2.6,1,0.321,Educação,Financiada,0
5580.4,7876.85,24,1.086,374.59,6.71,642,1,20,2.9,0,0.118,Financiamento de veículo,Alugada,0
10151.73,56997.19,24,2.368,3140.45,30.94,602,0,3,3.0,2,0.468,Reforma ou serviços,Alugada,0
